task,llm_model,attn_method,predictors,dependent,feature_name,coefficient,t,std_error,p_value,rsquared,rsquared_adj,rmse,f_pvalue,perm_imp_mean,perm_imp_std,wilcoxon_baseline_stat,wilcoxon_baseline_p,wilcoxon_pca_vs_gaze_stat,wilcoxon_pca_vs_gaze_p
task2,llama,none,text_only,FFD,const,0.03586061453930765,9.0708609809557,0.003953385970151799,1.6383029271402009e-19,0.1915886471150241,0.18911454963106078,0.027541781953486916,5.553088984420707e-240,0.0,0.0,,,410615.0,0.14412237743613263
task2,llama,none,text_only,FFD,frequency,-0.0019702568813053834,-3.9174139777878905,0.000502948346147976,9.064317014834652e-05,0.1915886471150241,0.18911454963106078,0.027541781953486916,5.553088984420707e-240,0.0005156225095059981,8.729353925978722e-05,,,,
task2,llama,none,text_only,FFD,length,0.001815050238217198,8.112884881160763,0.0002237243921002743,6.105685877129113e-16,0.1915886471150241,0.18911454963106078,0.027541781953486916,5.553088984420707e-240,0.0011766660740794095,0.00011141975508569042,,,,
task2,llama,none,text_only,FFD,surprisal,0.000513803626089499,6.653862471860237,7.72188526983266e-05,3.146376093823895e-11,0.1915886471150241,0.18911454963106078,0.027541781953486916,5.553088984420707e-240,0.00042620062084124875,7.521700489503587e-05,,,,
task2,llama,none,text_only,FFD,role,0.014487150387599684,9.689933185818289,0.0014950722682796583,5.08751772757744e-22,0.1915886471150241,0.18911454963106078,0.027541781953486916,5.553088984420707e-240,0.0021159058183706334,0.00016941693832647978,,,,
task2,llama,none,text_only,pca,const,-0.005954573718328739,-0.6639490285921417,0.008968419956807533,0.5067521521155517,0.27315035341837124,0.2709258709498735,0.06255865515510232,0.0,0.0,0.0,,,,
task2,llama,none,text_only,pca,frequency,-0.00897828790344329,-7.869070270279375,0.0011409591724391268,4.309163089467436e-15,0.27315035341837124,0.2709258709498735,0.06255865515510232,0.0,0.003591066489356928,0.0003734675464433996,,,,
task2,llama,none,text_only,pca,length,0.0068551499645803935,13.506937912113148,0.000507528057742283,6.836568330905991e-41,0.27315035341837124,0.2709258709498735,0.06255865515510232,0.0,0.0058886337489016905,0.0004784962370971172,,,,
task2,llama,none,text_only,pca,surprisal,0.0017510341547345935,9.995960996940255,0.0001751741683736643,2.5649706291897647e-23,0.27315035341837124,0.2709258709498735,0.06255865515510232,0.0,0.0018877304097752762,0.0002699438733409638,,,,
task2,llama,none,text_only,pca,role,0.018752296634056833,5.5289868706344825,0.0033916334172638214,3.3768354318122125e-08,0.27315035341837124,0.2709258709498735,0.06255865515510232,0.0,0.0017926214306711013,0.00022325273335786495,,,,
task2,llama,raw,text+raw,nFixations,const,0.00048206218464142987,0.11217590890466748,0.004297377122668198,0.9106882288516736,0.39701985420682473,0.3947113544143547,0.028656103948949425,0.0,-6.938893903907228e-18,0.0,344747.0,3.8688720725573896e-10,416556.0,0.3040455596806263
task2,llama,raw,text+raw,nFixations,frequency,-0.0032586508366437743,-6.367342033917461,0.0005117756858804887,2.0873976126958223e-10,0.39701985420682473,0.3947113544143547,0.028656103948949425,0.0,0.0010118208730676762,0.0001508225984515818,,,,
task2,llama,raw,text+raw,nFixations,length,0.004560174142729205,20.112914264276007,0.00022672866213271033,9.954388689652705e-87,0.39701985420682473,0.3947113544143547,0.028656103948949425,0.0,0.004994883497612836,0.0003277296240590284,,,,
task2,llama,raw,text+raw,nFixations,surprisal,0.00020470158453191265,2.4396655960232314,8.390559135054647e-05,0.014733814626826906,0.39701985420682473,0.3947113544143547,0.028656103948949425,0.0,4.536769501463853e-05,3.3820792575760676e-05,,,,
task2,llama,raw,text+raw,nFixations,role,0.00663439806563823,4.387621460147916,0.0015120716602144092,1.1684727351503204e-05,0.39701985420682473,0.3947113544143547,0.028656103948949425,0.0,0.0005277521262917635,7.899081158186641e-05,,,,
task2,llama,raw,text+raw,nFixations,attention_layer_1,11.92977062068482,26.812949560605283,0.44492571000888853,1.624043028479285e-148,0.39701985420682473,0.3947113544143547,0.028656103948949425,0.0,0.004391165053504495,0.00040218022061183563,,,,
task2,llama,raw,text+raw,meanPupilSize,const,-0.011980379049529801,-3.145404765176772,0.003808851306568331,0.001667859083466211,0.2895211967728134,0.28680114009889623,0.025550539222314383,0.0,0.0,0.0,333025.0,1.133829289797197e-12,424744.0,0.6662618492311376
task2,llama,raw,text+raw,meanPupilSize,frequency,0.0007560460514105555,1.6667791127516822,0.0004535970277203682,0.09561812079414626,0.2895211967728134,0.28680114009889623,0.025550539222314383,0.0,-1.955507308622033e-05,4.1530758894328e-05,,,,
task2,llama,raw,text+raw,meanPupilSize,length,0.0024322997076691453,12.103754634217788,0.00020095414862367902,2.7961797868941107e-33,0.2895211967728134,0.28680114009889623,0.025550539222314383,0.0,0.002073715830929457,0.00016135492907609118,,,,
task2,llama,raw,text+raw,meanPupilSize,surprisal,-0.00018208630872311413,-2.448475925860437,7.436720402269254e-05,0.01437876837180144,0.2895211967728134,0.28680114009889623,0.025550539222314383,0.0,1.285405001928211e-05,2.41730694539769e-05,,,,
task2,llama,raw,text+raw,meanPupilSize,role,0.015892010927629808,11.858122435750293,0.001340179359231273,5.001553532313215e-32,0.2895211967728134,0.28680114009889623,0.025550539222314383,0.0,0.0026857825886890856,0.00020581251724751626,,,,
task2,llama,raw,text+raw,meanPupilSize,attention_layer_1,11.118383077608897,28.1944469501056,0.39434655686932185,5.933842087356375e-163,0.2895211967728134,0.28680114009889623,0.025550539222314383,0.0,0.004490111151580535,0.0003644311172902853,,,,
task2,llama,raw,text+raw,GD,const,0.011369615178370608,2.670580281887484,0.004257357569619631,0.007595420923943447,0.3489500168428683,0.3464574824509956,0.02727065200152804,0.0,0.0,0.0,339430.0,2.999762542468056e-11,388599.0,0.002180189812888255
task2,llama,raw,text+raw,GD,frequency,-0.003769685743030742,-7.435134651760819,0.0005070097475824448,1.2137268617868914e-13,0.3489500168428683,0.3464574824509956,0.02727065200152804,0.0,0.001421197718882351,0.00014039340942105437,,,,
task2,llama,raw,text+raw,GD,length,0.0035996775269726677,16.025829257323615,0.00022461723940604556,1.8222923060518982e-56,0.3489500168428683,0.3464574824509956,0.02727065200152804,0.0,0.003378632412098688,0.00022803087119494062,,,,
task2,llama,raw,text+raw,GD,surprisal,-0.00019159973610670888,-2.304980969087767,8.312421606783918e-05,0.021206547870546696,0.3489500168428683,0.3464574824509956,0.02727065200152804,0.0,5.364676548763672e-05,2.730206372688586e-05,,,,
task2,llama,raw,text+raw,GD,role,0.007252732688313136,4.841641594001366,0.0014979904124458596,1.3247323676557485e-06,0.3489500168428683,0.3464574824509956,0.02727065200152804,0.0,0.0006345494515051193,9.716348472182575e-05,,,,
task2,llama,raw,text+raw,GD,attention_layer_1,11.410605473358753,25.887167129398296,0.4407823156671517,3.7855607613606695e-139,0.3489500168428683,0.3464574824509956,0.02727065200152804,0.0,0.004176738312453766,0.0003532408597115995,,,,
